,wallet_age_days,transaction_count,total_deposited_usd,total_borrowed_usd,total_repaid_usd,liquidation_count,health_ratio,repayment_ratio,credit_score
0x039cab749f176fd208e1367b266ab766308e80f8,0,1,2.4189401065386448e+17,0.0,0.0,0,2.4189401065386448e+17,0.0,518
0x05c18ffc1c74cb67cb26bb5222aaf3355b74bbc3,137,584,1.1980461968845494e+24,6.10817918554995e+22,1.8031869321688253e+22,1,33.44,0.295,518
0x052aa8fc90fb8b964a6b64440f0f3d2c76ab22c1,0,1,2.366432816460664e+17,0.0,0.0,0,2.366432816460664e+17,0.0,518
0x02bcb5d5a59ec3350ec2bed6c7ffcd5d566d9574,45,14,3.4074108840621644e+20,342210444.793,0.0,4,995706275466.467,0.0,518
0x04f045ffe6b1bfed1f8897fbe64cee0e08c55b28,0,1,2.2749687452370282e+17,0.0,0.0,0,2.2749687452370282e+17,0.0,518
0x0591a3e49be38e32391eec94b054e0e38857fc78,0,1,2.352328018434882e+17,0.0,0.0,0,2.352328018434882e+17,0.0,518
0x030d4aa68030591cfd14814f6505ba6f57802c96,0,1,2.2528557797579347e+17,0.0,0.0,0,2.2528557797579347e+17,0.0,518
0x00b16e6a156a7398ca39179f49c1245f4709188e,0,1,2.1698687178477677e+17,0.0,0.0,0,2.1698687178477677e+17,0.0,517
0x05652f73f092d02985a3acf758e2841056fada7d,0,1,2.181158332421784e+17,0.0,0.0,0,2.181158332421784e+17,0.0,517
0x02b2922c1163d06facf7c62d98a35e687e2741dd,0,1,2.2263225780204822e+17,0.0,0.0,0,2.2263225780204822e+17,0.0,517
0x03cad3d3c97118cc6854b7cf2ff90b23d0046989,0,1,2.2016079479213136e+17,0.0,0.0,0,2.2016079479213136e+17,0.0,517
0x021f38631f346fd5b05f6e73414881b29f959b88,0,1,2.0782669638177286e+17,0.0,0.0,0,2.0782669638177286e+17,0.0,517
0x00da96f79c5969a61b5b15c6f5f800d760fad316,0,1,2.2143431475763917e+17,0.0,0.0,0,2.2143431475763917e+17,0.0,517
0x01e39d91be30aaa753a7ff3256cd371abcc17d62,0,1,2.2426143060649325e+17,0.0,0.0,0,2.2426143060649325e+17,0.0,517
0x0381d12b94af184aedfc27d326624b70c65fc7b4,0,1,2.0868080914649725e+17,0.0,0.0,0,2.0868080914649725e+17,0.0,517
0x033dafd977e7c4fa8ccfd4775492e3ee5cbbd1c0,0,1,2.149709881190615e+17,0.0,0.0,0,2.149709881190615e+17,0.0,517
0x050b9861eb66bbee28c7057c7af7b1a33ca50730,0,1,2.235457714511443e+17,0.0,0.0,0,2.235457714511443e+17,0.0,517
0x017529cc3b9c5d967f303221d023ceb6253dc7f3,0,1,2.1883724150101146e+17,0.0,0.0,0,2.1883724150101146e+17,0.0,517
0x03ffb5f525be3ca2431cb97415c509566bc42b8a,0,1,2.1923936500318266e+17,0.0,0.0,0,2.1923936500318266e+17,0.0,517
0x01a3049804d40609f2edc1b5d73610bcd8796ae1,0,1,2.1565481667880045e+17,0.0,0.0,0,2.1565481667880045e+17,0.0,517
0x03a8e1fc6077c4aec6b67e677f579708fd1d79bc,0,1,2.0339208341544435e+17,0.0,0.0,0,2.0339208341544435e+17,0.0,516
0x034bab37dee3cb342aa38ea6ce819bb93ca99ee8,0,1,2.059210598604286e+17,0.0,0.0,0,2.059210598604286e+17,0.0,516
0x028b71522a2f1e60270bc545827045a6d88bb2a5,0,1,1.9656597967360035e+17,0.0,0.0,0,1.9656597967360035e+17,0.0,516
0x02b32bf15b786bced6a40e1834b91986cc30531d,0,1,1.9517540080179907e+17,0.0,0.0,0,1.9517540080179907e+17,0.0,516
0x02db807be71c8ffcaf8c69aa313292d382d69dd9,0,1,2.0462180301033706e+17,0.0,0.0,0,2.0462180301033706e+17,0.0,516
0x02d326f3af9a097816a145dbea25100059a5cdc5,0,1,2.033085640272122e+17,0.0,0.0,0,2.033085640272122e+17,0.0,516
0x0111aa45d978c43bdee2b7690e33c65648fc06cb,0,1,1.957504229064004e+17,0.0,0.0,0,1.957504229064004e+17,0.0,516
0x036962a84f8e3423918082c672d9ab18752c30c2,0,1,2.0299753235635414e+17,0.0,0.0,0,2.0299753235635414e+17,0.0,516
0x05f37b9818dda0546fce45a149f5c9495bfb63bb,0,1,2.0656964183213226e+17,0.0,0.0,0,2.0656964183213226e+17,0.0,516
0x026b3b45e33986244fbbb060d1387bc896b0da8a,0,1,2.0433826217246186e+17,0.0,0.0,0,2.0433826217246186e+17,0.0,516
0x045a7405a16dc5591c263795f227032893ba76f5,0,1,2.0344361299291523e+17,0.0,0.0,0,2.0344361299291523e+17,0.0,516
0x00651f6724f748af9315f720d67ef9ecc3139bdf,0,1,1.9502350774312963e+17,0.0,0.0,0,1.9502350774312963e+17,0.0,516
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,0,1,2.0424043145808835e+17,0.0,0.0,0,2.0424043145808835e+17,0.0,516
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,0,1,2.0245672002376755e+17,0.0,0.0,0,2.0245672002376755e+17,0.0,516
0x0368ca98437266a286e33042e6990dcde1450db3,0,1,1.9870575924468483e+17,0.0,0.0,0,1.9870575924468483e+17,0.0,516
0x01e5a509402cd50fa2bf506a4ac58ac5fd2ad4f9,0,1,2.0138791585041488e+17,0.0,0.0,0,2.0138791585041488e+17,0.0,516
0x0049f39431ab794a381deca90fa7ab85e60e6ebb,0,1,1.950305462655019e+17,0.0,0.0,0,1.950305462655019e+17,0.0,516
0x00c6483e4f527144bb65dd2a93913abeba4dc545,0,1,1.943078618392538e+17,0.0,0.0,0,1.943078618392538e+17,0.0,516
0x02fe4d3a1b36a009941d1a136821ca368255bf76,0,1,2.014942655980157e+17,0.0,0.0,0,2.014942655980157e+17,0.0,516
0x03cb9cf3a13e90c03f8009c5eddc28464c9db623,1,3,1.806663037762911e+17,0.0,0.0,0,1.806663037762911e+17,0.0,516
0x0437e05b9fce3041a050ceafdea0b7b88af05cd9,0,1,1.957669638278252e+17,0.0,0.0,0,1.957669638278252e+17,0.0,516
0x008e2fd504a73089ccd6fc0584665905f411ca3b,0,1,2.0550913832571814e+17,0.0,0.0,0,2.0550913832571814e+17,0.0,516
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,0,1,2.0459086640311354e+17,0.0,0.0,0,2.0459086640311354e+17,0.0,516
0x01bbec9408cf03e8188f44f12636b63e8faba019,71,11,7.219407408991602e+20,402503647.75,0.0,0,1793625332692.176,0.0,516
0x030de328e6a4855412279780172507240c4c7175,0,1,2.0192808156656045e+17,0.0,0.0,0,2.0192808156656045e+17,0.0,516
0x045bedc7e03b75fcc818d423b3ef90c2f0ab8939,0,1,1.8452956705529594e+17,0.0,0.0,0,1.8452956705529594e+17,0.0,515
0x02af03e62f2b267f460455f60f87842fe2807b7b,0,1,1.829331005064872e+17,0.0,0.0,0,1.829331005064872e+17,0.0,515
0x02f4a8a87c4458ee03e65a539a13d52d2925335f,0,1,1.8990536158222822e+17,0.0,0.0,0,1.8990536158222822e+17,0.0,515
0x05ebdd6df09501627b6fe9919805116cfcf14b9b,0,1,1.920434733833004e+17,0.0,0.0,0,1.920434733833004e+17,0.0,515
0x0087899a5bf67ca95147d3ad6b76907288972055,0,1,1.877778468045381e+17,0.0,0.0,0,1.877778468045381e+17,0.0,515
0x038f41dd54f67016088bfceb81841cc1c51a159f,0,1,1.843531198583764e+17,0.0,0.0,0,1.843531198583764e+17,0.0,515
0x056c440156eae478b7532a79788a69ddcea63a19,0,1,1.831505575864781e+17,0.0,0.0,0,1.831505575864781e+17,0.0,515
0x022db3d2cb668693ea15009057076a7f5e973ab7,22,5,4755251710.165,3804201430.826,3806518558.312,0,3.5,1.001,515
0x0263c51c0e9812f7702960c62678311867cf869f,0,1,1.7917337698688672e+17,0.0,0.0,0,1.7917337698688672e+17,0.0,515
0x050b4bb9be40ce8f0780b3a4d119b6561a14caf9,0,1,1.781866786589389e+17,0.0,0.0,0,1.781866786589389e+17,0.0,515
0x03bcf88508b36ed7890230eacb0dd520ffa6e04b,0,1,1.842585894262346e+17,0.0,0.0,0,1.842585894262346e+17,0.0,515
0x0563fcc76d4a53c1eeb2ba05655035c0ed04e152,66,6,1.6366969279211012e+20,30123378.051,0.0,0,5433311200340.875,0.0,515
0x05d7019693ca6ce077a20b89c7b392053f440885,0,1,1.836722132241905e+17,0.0,0.0,0,1.836722132241905e+17,0.0,515
0x04a8b2bc24fd83f62bf1a3b4365932e5a25404f6,0,1,1.906492452896076e+17,0.0,0.0,0,1.906492452896076e+17,0.0,515
0x03318cdf6bcc6ab97814029ed0324d101ed0c921,0,1,1.7834536836787494e+17,0.0,0.0,0,1.7834536836787494e+17,0.0,515
0x0129feef1eadb4e77e2d3de7bc352e3050bb306a,0,1,1.9103124412977642e+17,0.0,0.0,0,1.9103124412977642e+17,0.0,515
0x01f19cf8a76594dcd6ad72d6968d3fe2267e63bd,0,1,1.80715801857516e+17,0.0,0.0,0,1.80715801857516e+17,0.0,515
0x046f3d4ac4df2caa030714b79958661e04566b6e,0,1,1.8926655519962454e+17,0.0,0.0,0,1.8926655519962454e+17,0.0,515
0x0466354046c9f28cb0a6d9648c2b41609d24e050,0,1,1.8833697327463427e+17,0.0,0.0,0,1.8833697327463427e+17,0.0,515
0x03ca33e1e242e18658e5071e758d87edfb19018c,0,1,1.815981198482771e+17,0.0,0.0,0,1.815981198482771e+17,0.0,515
0x0413813b47562aadb9228778eaaa78f0c5f3e584,0,1,1.811407781582789e+17,0.0,0.0,0,1.811407781582789e+17,0.0,515
0x022b4cb0486ddba599ea38a28134ce571883dc5e,0,1,1.8579336099119414e+17,0.0,0.0,0,1.8579336099119414e+17,0.0,515
0x0054b73e9add0a26ca2a81635c6ec0a0eb75b77f,0,1,1.826746035113459e+17,0.0,0.0,0,1.826746035113459e+17,0.0,515
0x02d82a2663905f3ab3a880e257b9e8239949483a,0,1,1.845597410943424e+17,0.0,0.0,0,1.845597410943424e+17,0.0,515
0x023e73aa5dc6a1feadad4410abb65a010a710fdf,0,1,1.8577321838999507e+17,0.0,0.0,0,1.8577321838999507e+17,0.0,515
0x04487b8a3e6aff2f2ff62c718de9198d51af7680,0,1,1.805579500266514e+17,0.0,0.0,0,1.805579500266514e+17,0.0,515
0x060aa29adb1e32a4d5471461ea5e9815028a82c5,0,1,1.7899557394699923e+17,0.0,0.0,0,1.7899557394699923e+17,0.0,515
0x05b3395258d0a15d43ea0b101205cca5327c451b,0,1,1.8551409115732486e+17,0.0,0.0,0,1.8551409115732486e+17,0.0,515
0x04526ea5982ca846bc7e4f87a1842f92e20d8995,0,1,1.8763434698853885e+17,0.0,0.0,0,1.8763434698853885e+17,0.0,515
0x05ad1db106f533995cbf40dc6d9694ba80ef0143,45,9,0.0,0.0,0.0,0,4.9353220858454724e+22,0.0,515
0x005fe33f474dd52d8308b470c2503fd6ffabe31a,0,1,1.8944632955485914e+17,0.0,0.0,0,1.8944632955485914e+17,0.0,515
0x00ae8ac9639aa924a0f4db6b48663a56601b9fe7,0,1,1.891964623928053e+17,0.0,0.0,0,1.891964623928053e+17,0.0,515
0x005ec23381d0b33407fcdedd2df7facd769304cd,0,1,1.914506013946422e+17,0.0,0.0,0,1.914506013946422e+17,0.0,515
0x02b202a0389ac791190121c2508e3532ad2cd297,0,1,1.894596429738355e+17,0.0,0.0,0,1.894596429738355e+17,0.0,515
0x024606f945ea417907f07bfd1965b8e41260748d,0,1,1.788045848117056e+17,0.0,0.0,0,1.788045848117056e+17,0.0,515
0x0253a60208a4b7e121489955e1c4c53c5e22eb24,0,1,1.835673593351709e+17,0.0,0.0,0,1.835673593351709e+17,0.0,515
0x024e3c5dce2044ccf6b28179b88e9db503ee5c11,1,19,1369643622912.161,868815518558.528,894757624388.331,0,3.204,1.03,515
0x04db48ca88f936bacd571b4c4ff4e3b1f5687bcb,0,1,1.877678705219359e+17,0.0,0.0,0,1.877678705219359e+17,0.0,515
0x027e5ccac847d32be8ed742741d83a02fd9569b3,0,1,1.768440442832027e+17,0.0,0.0,0,1.768440442832027e+17,0.0,514
0x05df207c31a393fe4ddece3dd48f00613727ca4c,14,2,5.5881857296711624e+16,0.0,0.0,0,5.5881857296711624e+16,0.0,514
0x00cef331edda6c750fe87c52d829df082973693f,0,1,1.712372293830004e+17,0.0,0.0,0,1.712372293830004e+17,0.0,514
0x0245f104b40838219ccb47ca912b957848072e5b,0,1,1.716995968039756e+17,0.0,0.0,0,1.716995968039756e+17,0.0,514
0x04c9029e4d939213902d632ba2fb6f4fe2cbdc8c,0,1,1.7458227651310432e+17,0.0,0.0,0,1.7458227651310432e+17,0.0,514
0x05c076e25257f40410ba317aed8a5f437a524a86,0,1,1.7800567140725776e+17,0.0,0.0,0,1.7800567140725776e+17,0.0,514
0x02c2a7e2fdc63ced0c3c2534148b5f71a20eaa23,0,1,1.7323674237750016e+17,0.0,0.0,0,1.7323674237750016e+17,0.0,514
0x025bc6b46c828a9cf89f036a447c269888207985,0,1,1.7709195077987786e+17,0.0,0.0,0,1.7709195077987786e+17,0.0,514
0x02cc8d6b7f7d73358ff67589691532ccd8f43fd9,0,1,1.6732380089305366e+17,0.0,0.0,0,1.6732380089305366e+17,0.0,514
0x035f73f456eeb7bcc5a74a66ccdeb9243bdf45ad,0,1,1.740332864259302e+17,0.0,0.0,0,1.740332864259302e+17,0.0,514
0x049702e543254ea9f16abe9d6aa9b1d1e9efbee4,0,1,1.7267147069704768e+17,0.0,0.0,0,1.7267147069704768e+17,0.0,514
0x011e8572c0e339b659add9fbf24ba1328cde7ca9,0,1,1.779481501371094e+17,0.0,0.0,0,1.779481501371094e+17,0.0,514
0x06098dc30b09865b5eaaf0a40dd373c0fbbf2741,0,1,1.723564166189555e+17,0.0,0.0,0,1.723564166189555e+17,0.0,514
0x05fbbd0bc6e9570aae0a0e7d8cb3de9a2ae2b6b4,0,1,1.7616045706635267e+17,0.0,0.0,0,1.7616045706635267e+17,0.0,514
0x05bb0a35417765cf7b2fc8db8d7ce7ec2d58400d,0,1,1.664281102400004e+17,0.0,0.0,0,1.664281102400004e+17,0.0,514
0x031c0b7a301322382ec7ab6af873dd9732e3d6e1,0,1,1.7422786226592918e+17,0.0,0.0,0,1.7422786226592918e+17,0.0,514
0x060cfcf2bd89aadaedd2f2b4760466ec1c57377c,0,1,1.6567195766221952e+17,0.0,0.0,0,1.6567195766221952e+17,0.0,514
0x032936b50b7c50a2008bfbfc70567a5dfa00a7e6,0,1,1.7333844757146672e+17,0.0,0.0,0,1.7333844757146672e+17,0.0,514
0x000a27ba176083e4b50177378cbe7469a00dd557,33,12,277884997.239,160386310.038,160225817.575,0,3.459,0.999,514
0x05e1bad6e50b12c633410243d1f6f83e72fdb624,0,1,1.66913752562456e+17,0.0,0.0,0,1.66913752562456e+17,0.0,514
0x042b12e77388ca4f9c773b49efe98115b9c5839e,0,1,1.769549161529797e+17,0.0,0.0,0,1.769549161529797e+17,0.0,514
0x04bc88e5693ac863f9c693930354cf6a000ef077,0,1,1.7704710475460368e+17,0.0,0.0,0,1.7704710475460368e+17,0.0,514
0x04b195e405d68f64d1ec39cd6504dfc8ac048243,0,1,1.6531417622476368e+17,0.0,0.0,0,1.6531417622476368e+17,0.0,514
0x0494a6fe59e7b6db7cc4d8530f95f4f836e2100b,0,1,1.74184622294875e+17,0.0,0.0,0,1.74184622294875e+17,0.0,514
0x04bef5ce18d1211e16d3dd30252f7eca71198412,0,1,1.779011768272053e+17,0.0,0.0,0,1.779011768272053e+17,0.0,514
0x0599da9dc8adf0baa33b49aba6e560a9486e61c3,0,1,1.7502569895396986e+17,0.0,0.0,0,1.7502569895396986e+17,0.0,514
0x0082c6c4decefca6626b5e66929fb2ceca7c994f,0,1,1.7160604986720026e+17,0.0,0.0,0,1.7160604986720026e+17,0.0,514
0x0335f428955506d0c06d18b8fa5a8aabf7462e59,96,44,6.228751512928766e+20,1.2906227928706816e+20,6.9419523277030064e+19,0,5.196,0.538,514
0x021a8b9be65c2c5f0509c2350ff119b2b5027d50,0,1,1.6743928387430205e+17,0.0,0.0,0,1.6743928387430205e+17,0.0,514
0x035a909c0fbc30a88d83d2fd9367a0962c012e5e,0,1,1.734266479297426e+17,0.0,0.0,0,1.734266479297426e+17,0.0,514
0x0188946f1b60fa1af2e53bf2f4dc0a0670c631f0,0,1,1.6940263384922723e+17,0.0,0.0,0,1.6940263384922723e+17,0.0,514
0x05407ddf01b09c3a04694bf34cf717934c03209a,0,1,1.733888726609105e+17,0.0,0.0,0,1.733888726609105e+17,0.0,514
0x039a285369490aa7bf4579207c547caf5fbdfb72,0,1,1.6831636389064666e+17,0.0,0.0,0,1.6831636389064666e+17,0.0,514
0x05a814ca775fbaa70d568cd825ff8b3de2e14dea,0,1,1.5880946244382032e+17,0.0,0.0,0,1.5880946244382032e+17,0.0,513
0x007c426ab1b726e3be68b37ac0ffa8aed94447bc,0,1,1.5821571242730032e+17,0.0,0.0,0,1.5821571242730032e+17,0.0,513
0x04973fe77a1f4ea0c3d647661fc0c95e11e538e1,0,1,1.534357094221803e+17,0.0,0.0,0,1.534357094221803e+17,0.0,513
0x049df4b2adb3260c5df50f4faa072fa821f0f89a,0,1,1.6426427158889424e+17,0.0,0.0,0,1.6426427158889424e+17,0.0,513
0x0066245819d5d387ac2209620741e721ccada64d,0,1,1.6100955935334026e+17,0.0,0.0,0,1.6100955935334026e+17,0.0,513
0x03708dfece91d4abf97deef2e77d9747ab5c9ba1,0,1,1.609790160757049e+17,0.0,0.0,0,1.609790160757049e+17,0.0,513
0x05dc3b4365d5f93d815a662f8c0825ec9cd34e72,0,1,1.5867170242597315e+17,0.0,0.0,0,1.5867170242597315e+17,0.0,513
0x0104712abf87649bc5a0844b490fcf924f76da81,0,1,1.645164136123865e+17,0.0,0.0,0,1.645164136123865e+17,0.0,513
0x045896a702263b77d8ebabd6c51e826f0f3ebe39,16,18,19872204480.918,13933076849.69,14021324807.964,0,2.86,1.006,513
0x043c3bc6cb627217996f6fd26a87f4617e553a9d,0,1,1.6279044584613392e+17,0.0,0.0,0,1.6279044584613392e+17,0.0,513
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,0,1,1.6209142428199926e+17,0.0,0.0,0,1.6209142428199926e+17,0.0,513
0x014faf79e95bddd971d309baf891fc064e86f4ba,0,1,1.6116562195025894e+17,0.0,0.0,0,1.6116562195025894e+17,0.0,513
0x0168ac98f0afa2df297e4d06c2c5187fc27b5689,0,1,1.6293636216088022e+17,0.0,0.0,0,1.6293636216088022e+17,0.0,513
0x056d7935d510c740785624591be14745aec5e704,0,1,1.6211097232139507e+17,0.0,0.0,0,1.6211097232139507e+17,0.0,513
0x030e371d56829ea5777c07d970484d03920091f9,0,1,1.5530503909000032e+17,0.0,0.0,0,1.5530503909000032e+17,0.0,513
0x05a19e0c1ed3da29eb0cc4f2e79dbef594bfbbc7,0,1,1.5913486853660544e+17,0.0,0.0,0,1.5913486853660544e+17,0.0,513
0x0151fec7c3cb6b151cb9b34bf5cbaa685fae769c,0,1,1.4720575963072307e+17,0.0,0.0,0,1.4720575963072307e+17,0.0,512
0x0025a856d01a898bd52286d56c52323b13937b65,0,1,1.4220249742181827e+17,0.0,0.0,0,1.4220249742181827e+17,0.0,512
0x041272acd1e47bf948be68d37be37a95c698c75d,0,1,1.4496136960473338e+17,0.0,0.0,0,1.4496136960473338e+17,0.0,512
0x0249e53c098646467fd551a8e16b1afc1c40ae7d,0,2,1.5016825538012976e+17,0.0,0.0,0,1.5016825538012976e+17,0.0,512
0x010e891bf7045dd54a0a70b96a77c7b4cfc24640,0,1,1.4245398119801006e+17,0.0,0.0,0,1.4245398119801006e+17,0.0,512
0x042ca8981305042407c7d27bafc373c005b8790e,0,1,1.439339762100724e+17,0.0,0.0,0,1.439339762100724e+17,0.0,512
0x04d25fb9b9ab1c310a20c74012f31a98d8a3fb60,0,1,1.4528755335100637e+17,0.0,0.0,0,1.4528755335100637e+17,0.0,512
0x04cc760c74225af2df2dff53f0710c61c22edad3,0,1,1.4599617513714176e+17,0.0,0.0,0,1.4599617513714176e+17,0.0,512
0x02662348a0c536e9444d8bc3cb6f9a5af39e3d18,0,1,1.4635514343863926e+17,0.0,0.0,0,1.4635514343863926e+17,0.0,512
0x05cfa2830540f19d57fd16b3ad6d5a18cad878d8,0,1,1.4528996847809782e+17,0.0,0.0,0,1.4528996847809782e+17,0.0,512
0x00af05a74080485086d370d9c65d246f0f906528,51,14,1.4289206988498154e+21,1332045335.812,0.0,2,1072726775403.97,0.0,512
0x0316187ad162d7c5be2f7112662e353c85b6384b,0,1,1.4187614160443312e+17,0.0,0.0,0,1.4187614160443312e+17,0.0,512
0x000000007858e6f2668e1e06111cfa24403a5466,0,1,1.421606664814541e+17,0.0,0.0,0,1.421606664814541e+17,0.0,512
0x01d6b75a2b5048b5e528550e84e74ce08df912a4,0,1,1.4978700504624022e+17,0.0,0.0,0,1.4978700504624022e+17,0.0,512
0x05d264cf6873f6d53dc1eb914f9a63b9106c10d9,53,7,9.144011651073232e+21,3485345634.4,0.0,0,2623559499579.958,0.0,511
0x00fdcbab290f89f3d03a21b1fa17fdd64bd2f1c8,0,1,1.3599341845317621e+17,0.0,0.0,0,1.3599341845317621e+17,0.0,511
0x000000003853fcedcd0355fec98ca3192833f00b,7,8,7.637631560497202e+16,0.0,0.0,0,7.637631560497202e+16,0.0,511
0x04a9674c700ebf21d4ab7dcbd5fc6ee6db08c398,0,1,1.404264672635601e+17,0.0,0.0,0,1.404264672635601e+17,0.0,511
0x01b94f94cbf9fe4509b0beaa8dd6fb510dad01e5,0,2,1.369439807032645e+17,0.0,0.0,0,1.369439807032645e+17,0.0,511
0x03caaa7a6e8053ca69981975c38c5273e3fc0ebd,0,1,1.3489340751139384e+17,0.0,0.0,0,1.3489340751139384e+17,0.0,511
0x051cab78ddf14edf3e1d1f7c2603a0678c2391fc,0,1,1.4018219599973845e+17,0.0,0.0,0,1.4018219599973845e+17,0.0,511
0x05d819ced977861e58639eefd74d8f29cb300707,0,1,1.404264672635601e+17,0.0,0.0,0,1.404264672635601e+17,0.0,511
0x017c536b11211d47ff4752c141f1e62ea16a4a5d,110,124,2.636495734597165e+22,2.3610101020074137e+22,1.1091938317423058e+22,0,2.046,0.47,511
0x039cd2b882895757eb015f1447f68a5a5ff0737c,0,1,1.3517671741042357e+17,0.0,0.0,0,1.3517671741042357e+17,0.0,511
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,0,1,1.3920558505203291e+17,0.0,0.0,0,1.3920558505203291e+17,0.0,511
0x01e6fd0ae73d9194b19f9b376065577927a0d5f5,50,19,5.936179296896979e+21,1950149252.214,0.0,0,3979029343809.684,0.0,510
0x0019bd9f6142943f3a03a8a62d0001a95213f555,0,1,1.2660839226404059e+17,0.0,0.0,0,1.2660839226404059e+17,0.0,510
0x017f1e8b5ef8d86d279ba8ae5120694006a18001,22,6,4521962130.545,3519241886.311,3502391757.48,0,2.564,0.995,510
0x04f9badc15f3c5af9851b72753bf3f81c138199d,0,1,1.2508703683084906e+17,0.0,0.0,0,1.2508703683084906e+17,0.0,510
0x034aef79606d0888348cdc0d6c30cb2f989f106a,0,1,1.2653551484466072e+17,0.0,0.0,0,1.2653551484466072e+17,0.0,510
0x046bdeec373e1d675c0d97af29195b63fc403729,0,1,1.2420148464937946e+17,0.0,0.0,0,1.2420148464937946e+17,0.0,510
0x022b36e7d24e441b4d5e8293b94552773fdef176,6,5,125353882415.082,105006543332.718,104978879313.681,0,2.387,1.0,509
0x0065245cb87fda9fc42e7ca9962a13da9a52345d,0,1,1.1459155023044262e+17,0.0,0.0,0,1.1459155023044262e+17,0.0,509
0x019315575492be540e0d56306948b3180fe39788,0,1,1.1293072721828442e+17,0.0,0.0,0,1.1293072721828442e+17,0.0,509
0x039f620be875aa9c3d70fe9cf27a7c9192a8001c,30,12,244362129.101,184704992.821,195386310.601,0,2.6,1.058,509
0x03a931c01eb8cf98dccdeecfb7c601c7a701e138,0,1,1.1298388976878131e+17,0.0,0.0,0,1.1298388976878131e+17,0.0,509
0x02f494a93a9e172722849643ce2f070e92a7baea,0,1,1.122256395409743e+17,0.0,0.0,0,1.122256395409743e+17,0.0,509
0x05995bc5736707208ebdb18bc5be812668b525b2,55,13,0.0,0.0,0.0,0,7.137101270917117e+21,0.0,509
0x01bd2bdb16eb1e61d368b60efb988adcb433a7ec,0,1,1.1038640370379864e+17,0.0,0.0,0,1.1038640370379864e+17,0.0,508
0x02284b35e4d03658aa5f6e63320c1185ed916258,52,10,2.03142507812698e+21,602562549.644,0.0,0,3838468046642.892,0.0,508
0x05aa05b10fa49bf1c1ab11c5857ec0706680dd85,0,1,1.1038640370379864e+17,0.0,0.0,0,1.1038640370379864e+17,0.0,508
0x01dda15bf1757e1e8542685c0c8b3362594541fe,13,5,2.3208333853644504e+16,0.0,0.0,0,4.604276251214883e+16,0.0,508
0x04cd1eed570dbc3ab3793b06160cdf21797806c5,0,1,1.1038640370379864e+17,0.0,0.0,0,1.1038640370379864e+17,0.0,508
0x05bfec210a3c026b51fe973b5b7146294631c050,0,3,1.1191814376484946e+17,0.0,0.0,0,1.1191814376496174e+17,0.0,508
0x04b5762ee57e2fa1cc1dd2e13d284d0284f2d41e,12,64,3.788164624386954e+22,2.663866072388467e+22,1.899017485063168e+22,0,2.429,0.713,508
0x025cbfcaf636265ea78a5ca1bf1b688a84a3afc2,0,1,9.955565119591674e+16,0.0,0.0,0,9.955565119591674e+16,0.0,507
0x0553bbd6525c779c8d7b529b85c1fb04183df542,0,1,9.857935023655005e+16,0.0,0.0,0,9.857935023655005e+16,0.0,507
0x0160afff7a7a824429a8202995d03239d2d418fa,69,187,4.734761022377419e+23,1.5487703930207346e+22,7.418393665151964e+21,0,37.774,0.479,507
0x05d959ff10fd30616b1b23cb012f2f71cd6c42d8,59,26,1.28235346165957e+20,92701104.658,3009505.459,0,1383320568356.902,0.032,507
0x05b2ff2ee8563001555cbaff43edd2e179116eb8,0,1,9.688473838865355e+16,0.0,0.0,0,9.688473838865355e+16,0.0,507
0x017423feb0aebc5f4f80496d2eb20e4498aec1df,0,1,1.0016389465626237e+17,0.0,0.0,0,1.0016389465626237e+17,0.0,507
0x060c5656a5cc445369c20042e57716e08789652a,52,15,4.4740264700876544e+21,3385705626.603,30586771.921,0,1468850865130.319,0.009,506
0x0185c3dd9f48bfaea84a637c769840f5c3bdb658,51,14,0.0,0.0,0.0,0,7.422731282470676e+21,0.0,506
0x03253b687deaa44f5a9df0005a7163db65413e01,0,1,9.520318342296128e+16,0.0,0.0,0,9.520318342296128e+16,0.0,506
0x02a73cd5c9135b68798838407a136b41ddea3c5e,56,87,5.10208060333935e+21,3.841654444718881e+21,2.3584090116070769e+21,0,1.928,0.614,505
0x017af4481e13023209f6c15f6cfdefff3c695534,45,19,3.599777453200037e+22,20273620631.965,0.0,0,1775596731521.506,0.0,505
0x02b3f9bfdf978bbe7434467761a706d44311a065,45,8,1.3963576933447183e+21,199832722.793,0.0,0,6987632790277.603,0.0,505
0x0059221c8444995878e9a82b0b2d732fb3da913e,20,7,100127573.518,0.0,0.0,0,7.260257395264045e+19,0.0,505
0x040fa9bbed1f3cbae34ec655f9c49e25532cab72,24,77,7.082842642893068e+21,2744459858.292,137782369.75,0,3890359459162.716,0.05,504
0x007d42732fee6a2a8de421a06dcc02daf93e2b2f,10,8,934363183.531,173682411.025,198485288.092,0,9.391,1.143,504
0x056f38256f23c1e0bf991b9eeefdfdf3eb64a6ce,0,1,7.183398558000002e+16,0.0,0.0,0,7.183398558000002e+16,0.0,503
0x04c0186b3414b05f8e6d35b8d51f01c25f10011c,37,7,3.3432188579711405e+22,25019708126.463,0.0,1,1336234156265.577,0.0,503
